序号,名称,代码,最新价,涨跌幅%,成交额(元),换手率%,所属板块,上涨驱动逻辑
1,富信科技,688662,130.61,16.21,2599490321.0,18.07,全市场热门,涨停封板，短线情绪推动，关注次日溢价和换手率变化
2,科华数据,002335,32.63,7.83,2400854768.0,11.37,全市场热门,AI应用：大模型商用落地+信创替代，关注有真实收入转化的标的
3,康希诺,688185,85.25,6.91,1175438350.0,12.36,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
4,美迪西,688202,117.08,6.57,914378600.0,5.84,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
5,星源材质,300568,17.0,6.52,1462261117.0,7.3,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
6,开普云,688228,88.67,3.99,209716644.0,3.51,全市场热门,跟随市场节奏，需观察量能确认趋势
7,深南电路,002916,414.77,3.69,4521225433.0,1.63,全市场热门,跟随市场节奏，需观察量能确认趋势
8,新洁能,605111,62.38,3.19,1213056289.0,4.7,全市场热门,跟随市场节奏，需观察量能确认趋势
9,卓胜微,300782,76.76,2.69,811683872.0,2.33,全市场热门,跟随市场节奏，需观察量能确认趋势
10,佰维存储,688525,222.69,2.52,6124251553.0,5.73,全市场热门,半导体产业链：国产替代+AI芯片双轮驱动，关注设备/材料国产化率提升
11,德科立,688205,229.66,2.43,3001553722.0,8.4,全市场热门,跟随市场节奏，需观察量能确认趋势
12,沪电股份,002463,128.1,2.37,7915170322.0,3.22,全市场热门,跟随市场节奏，需观察量能确认趋势
13,赛腾股份,603283,46.9,2.29,599631308.0,3.65,全市场热门,跟随市场节奏，需观察量能确认趋势
14,中颖电子,300327,26.73,2.26,311483864.0,3.48,全市场热门,跟随市场节奏，需观察量能确认趋势
15,晶盛机电,300316,42.3,2.2,545411085.0,1.05,全市场热门,跟随市场节奏，需观察量能确认趋势
16,菲菱科思,301191,88.11,1.84,435323761.0,6.78,光模块,跟随市场节奏，需观察量能确认趋势
17,禾川科技,688320,37.19,1.61,176983341.0,3.17,机器人,跟随市场节奏，需观察量能确认趋势
18,捷佳伟创,300724,55.23,1.43,390175466.0,2.43,新能源,跟随市场节奏，需观察量能确认趋势
19,长芯博创,300548,239.0,1.19,2287264005.0,3.25,光模块,跟随市场节奏，需观察量能确认趋势
