序号,名称,代码,最新价,涨跌幅%,成交额(元),换手率%,所属板块,上涨驱动逻辑
1,华中数控,300161,28.67,8.89,359560595.00000006,6.49,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
2,美迪西,688202,103.1,8.41,1773432254.0,12.86,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
3,中微公司,688012,389.99,6.08,10926425501.000002,3.05,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
4,中航沈飞,600760,45.1,5.97,1459629628.0,1.17,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
5,精测电子,300567,235.66,5.25,2868487534.0,5.38,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
6,仕佳光子,688313,134.01,4.94,4331252093.0,7.37,全市场热门,跟随市场节奏，需观察量能确认趋势
7,星源材质,300568,14.13,4.43,987845402.9999999,5.97,全市场热门,跟随市场节奏，需观察量能确认趋势
8,源杰科技,688498,1415.1,4.4,8168814064.0,4.93,全市场热门,跟随市场节奏，需观察量能确认趋势
9,雅克科技,002409,155.24,4.34,5313172770.999999,11.04,全市场热门,跟随市场节奏，需观察量能确认趋势
10,药明康德,603259,161.34,4.21,20424750304.0,5.12,全市场热门,跟随市场节奏，需观察量能确认趋势
11,康龙化成,300759,47.03,3.86,6345847687.0,9.44,全市场热门,跟随市场节奏，需观察量能确认趋势
12,XD芯源微,688037,322.2,3.66,2019618520.0000002,3.14,全市场热门,跟随市场节奏，需观察量能确认趋势
13,中无人机,688297,42.2,3.23,404663947.0,1.44,全市场热门,跟随市场节奏，需观察量能确认趋势
14,日发精机,002520,5.95,3.12,231220975.0,5.5,全市场热门,跟随市场节奏，需观察量能确认趋势
15,贵州茅台,600519,1348.86,3.03,8428304269.0,0.5,全市场热门,跟随市场节奏，需观察量能确认趋势
16,巨星科技,002444,30.94,3.0,452485216.0,1.3,全市场热门,跟随市场节奏，需观察量能确认趋势
17,江苏北人,688218,40.66,2.99,165037572.0,3.55,机器人,跟随市场节奏，需观察量能确认趋势
18,爱尔眼科,300015,9.07,2.83,1353963285.0,1.88,全市场热门,跟随市场节奏，需观察量能确认趋势
19,迈瑞医疗,300760,155.58,2.75,2176826516.0,1.16,全市场热门,医药生物：创新药出海加速+CXO订单回暖，估值修复行情
20,航发动力,600893,36.9,2.59,1324100347.0,1.37,全市场热门,跟随市场节奏，需观察量能确认趋势
21,赣锋锂业,002460,54.13,2.48,2958778104.0,4.51,全市场热门,跟随市场节奏，需观察量能确认趋势
22,东方日升,300118,10.52,2.24,425629185.0,4.44,新能源,跟随市场节奏，需观察量能确认趋势
23,胜宏科技,300476,286.0,2.07,16985216299.999998,7.0,光模块,跟随市场节奏，需观察量能确认趋势
24,宁德时代,300750,393.87,1.86,9025386578.0,0.54,新能源,跟随市场节奏，需观察量能确认趋势
25,聚辰股份,688123,131.1,1.85,1416448154.0,6.86,半导体,跟随市场节奏，需观察量能确认趋势
26,颀中科技,688352,17.7,1.84,459919860.0,7.16,半导体,跟随市场节奏，需观察量能确认趋势
27,晶科能源,688223,4.56,1.79,529006558.0,1.12,新能源,跟随市场节奏，需观察量能确认趋势
28,中孚信息,300659,10.5,1.74,68157368.0,3.47,光模块,跟随市场节奏，需观察量能确认趋势
29,长川科技,300604,288.08,1.72,6442589104.000001,4.6,半导体,跟随市场节奏，需观察量能确认趋势
30,盛弘股份,300693,38.85,1.67,515907553.0,4.96,新能源,跟随市场节奏，需观察量能确认趋势
31,璞泰来,603659,24.48,1.58,721291881.0,1.38,新能源,跟随市场节奏，需观察量能确认趋势
32,五矿新能,688779,8.01,1.52,240503900.0,1.55,新能源,新能源：光伏装机超预期+锂电排产回暖，关注新技术路线(固态/钠电)
33,比亚迪,002594,91.15,1.23,3510272595.0,1.11,新能源,跟随市场节奏，需观察量能确认趋势
34,容百科技,688005,28.08,1.19,356463116.0,1.77,新能源,跟随市场节奏，需观察量能确认趋势
