序号,名称,代码,最新价,涨跌幅%,成交额(元),换手率%,所属板块,上涨驱动逻辑
1,天孚通信,300394,257.16,7.13,16858879504.0,5.94,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
2,瑞可达,688800,61.71,6.05,1340986920.9999998,7.42,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
3,德科立,688205,154.4,5.03,2548218819.0,10.14,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
4,源杰科技,688498,1500.68,5.02,8276345318.0,4.41,全市场热门,主力资金介入，量价配合，关注板块联动和持续性
5,康龙化成,300759,49.8,3.97,5158058651.0,7.27,全市场热门,跟随市场节奏，需观察量能确认趋势
6,君实生物-U,688180,40.13,3.88,1605715400.0,5.16,全市场热门,医药生物：创新药出海加速+CXO订单回暖，估值修复行情
7,芯海科技,688595,30.34,3.23,177039235.99999997,4.13,半导体,跟随市场节奏，需观察量能确认趋势
8,泰格医药,300347,55.32,3.02,1618289107.0,5.15,全市场热门,医药生物：创新药出海加速+CXO订单回暖，估值修复行情
9,雷赛智能,002979,61.31,2.54,1319792304.0,9.61,全市场热门,跟随市场节奏，需观察量能确认趋势
10,圣邦股份,300661,118.7,2.31,1856543356.0,2.59,全市场热门,跟随市场节奏，需观察量能确认趋势
11,德赛西威,002920,96.05,2.14,1030847905.9999999,1.8,全市场热门,跟随市场节奏，需观察量能确认趋势
12,药明康德,603259,162.33,2.07,12028294271.0,3.0,全市场热门,跟随市场节奏，需观察量能确认趋势
13,新洁能,605111,58.52,1.99,1651562075.0,6.68,半导体,跟随市场节奏，需观察量能确认趋势
14,光库科技,300620,314.15,1.67,4642638346.0,5.86,光模块,跟随市场节奏，需观察量能确认趋势
15,菲菱科思,301191,96.11,1.57,891064241.9999999,12.48,光模块,跟随市场节奏，需观察量能确认趋势
